,subarea_name,category_name,sub_category_name,room_count,bathroom_count,parking_count,size (sqrt),property_type,price (RM)
4088,Simpang Ampat,House,2-storey Terraced House,4,3,0,1302,Freehold,328500
4089,Pulau Tikus,Apartment / Condominium,Condominium,3,3,2,1820,Freehold,1060000
4090,Jelutong,Apartment / Condominium,Condominium,3,2,2,1607,Freehold,750000
4091,Bukit Mertajam,House,Semi-Detached House,4,3,0,2800,Freehold,860000
4092,Bukit Mertajam,House,Terraced House,4,3,0,1539,Freehold,243000
4093,Alma,Commercial Property,Shop lot,0,0,0,1400,Freehold,570000
4094,Seberang Jaya,House,1-storey Terraced House,3,1,0,1421,Leasehold,335000
4095,Bukit Mertajam,Commercial Property,Hotel / Resort,0,0,0,27311,Freehold,9000000
4096,Perai,Apartment / Condominium,Service Residence,3,2,0,1050,Freehold,520000
4097,Bayan Lepas,Apartment / Condominium,Service Residence,3,2,2,1000,Freehold,530000
4098,Perai,Apartment / Condominium,Condominium,3,2,0,865,Freehold,210000
4099,Perai,Apartment / Condominium,Condominium,3,2,0,865,Freehold,240000
4100,Georgetown,Apartment / Condominium,Flat,2,1,0,545,Leasehold,135000
4101,Gelugor,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,438000
4102,Prai,Apartment / Condominium,Service Residence,3,2,0,980,Freehold,410000
4103,Gelugor,Apartment / Condominium,Apartment,3,2,1,700,Freehold,310000
4104,Teluk Kumbar,Apartment / Condominium,Flat,2,2,0,500,Freehold,130000
4105,Jelutong,Apartment / Condominium,Condominium,3,2,2,1338,Freehold,810000
4106,Simpang Ampat,House,2-storey Terraced House,4,3,0,1600,Freehold,420000
4107,Ayer Itam,Apartment / Condominium,Service Residence,4,2,2,1000,Freehold,425000
4108,Ayer Itam,Commercial Property,Shop lot,0,0,0,3500,Leasehold,1380000
4109,Jawi,House,Bungalow House,6,4,0,9193,Freehold,850000
4110,Jelutong,Apartment / Condominium,Apartment,2,1,0,580,Freehold,199000
4111,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,950,Freehold,860000
4112,Sungai Ara,Apartment / Condominium,Apartment,3,2,1,750,Freehold,335000
4113,Sungai Ara,Apartment / Condominium,Apartment,2,1,1,470,Freehold,180000
4114,Juru,Commercial Property,Warehouse / Factory,0,0,0,60084,Freehold,15500000
4115,Perai,Apartment / Condominium,Condominium,4,2,1,1100,Freehold,320000
4116,Jelutong,Apartment / Condominium,Condominium,3,2,2,700,Leasehold,329000
4117,Batu Kawan,House,Bungalow House,6,6,0,7000,Freehold,2300000
4118,Bukit Mertajam,Apartment / Condominium,Flat,2,1,0,538,Freehold,80000
4119,Butterworth,Apartment / Condominium,Apartment,3,2,0,970,Freehold,330000
4120,Seberang Jaya,Apartment / Condominium,Condominium,4,2,0,1323,Freehold,385000
4121,Sungai Dua,Apartment / Condominium,Apartment,3,2,1,920,Leasehold,360000
4122,Bertam,House,2-storey Terraced House,4,3,0,1540,Freehold,430000
4123,Seberang Jaya,House,Semi-Detached House,6,4,0,3098,Freehold,970000
4124,Seberang Jaya,House,Semi-Detached House,5,4,0,3440,Freehold,1280000
4125,Seberang Jaya,Apartment / Condominium,Condominium,4,2,0,1010,Freehold,305000
4126,Balik Pulau,House,Townhouse,3,2,0,1166,Freehold,525000
4127,Seberang Jaya,Apartment / Condominium,Condominium,4,2,0,1010,Freehold,350000
4128,Sungai Ara,Commercial Property,Hotel / Resort,0,0,0,87120,Freehold,9800000
4129,Sungai Ara,Apartment / Condominium,Condominium,3,2,3,1970,Freehold,750000
4130,Tanjung Bungah,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,500000
4131,Butterworth,House,2-storey Terraced House,4,3,0,1500,Freehold,499000
4132,Bukit Mertajam,House,1-storey Terraced House,3,2,0,1500,Freehold,378000
4133,Batu Ferringhi,Apartment / Condominium,Condominium,3,2,2,1750,Freehold,1100000
4134,Butterworth,House,2-storey Terraced House,4,3,0,2400,Freehold,808000
4135,Juru,Apartment / Condominium,Apartment,3,2,1,784,Freehold,265000
4136,Bukit Mertajam,House,3-storey Terraced House,5,5,0,2850,Freehold,660000
4137,Tanjung Bungah,House,Semi-Detached House,4,4,0,4200,Freehold,2600000
4138,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,1,830,Freehold,490000
4139,Sungai Ara,Apartment / Condominium,Flat,3,2,0,650,Freehold,220000
4140,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1540,Freehold,430000
4141,Teluk Kumbar,Land,Agricultural,0,0,0,0.5,Freehold,1100000
4142,Permatang Pauh,House,Bungalow House,5,3,0,3245,Freehold,650000
4143,Simpang Ampat,House,2-storey Terraced House,4,3,0,1720,Freehold,390000
4144,Batu Uban,Apartment / Condominium,Condominium,3,2,2,1246,Freehold,788000
4145,Gelugor,Apartment / Condominium,Apartment,3,2,0,700,Freehold,340000
4146,Butterworth,House,Townhouse,3,2,0,1250,Freehold,430000
4147,Bukit Mertajam,House,3-storey Terraced House,5,5,0,2850,Freehold,680000
4148,Bertam,House,2-storey Terraced House,4,3,0,1738,Freehold,465000
4149,Bukit Mertajam,Apartment / Condominium,Apartment,3,1,1,624,Freehold,160000
4150,Relau,Apartment / Condominium,Apartment,3,2,1,820,Freehold,300000
4151,Teluk Kumbar,Apartment / Condominium,Apartment,3,2,0,700,Freehold,300000
4152,Bayan Lepas,Apartment / Condominium,Condominium,5,5,4,2200,Freehold,1050000
4153,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1115,Freehold,590000
4154,Bayan Lepas,Apartment / Condominium,Condominium,5,5,4,2200,Freehold,1050000
4155,Bayan Lepas,Apartment / Condominium,Condominium,5,5,4,2200,Freehold,1050000
4156,Bukit Mertajam,House,2-storey Terraced House,3,2,0,1012,Freehold,430000
4157,Permatang Pauh,House,Bungalow House,5,3,0,3245,Freehold,650000
4158,Ayer Itam,Apartment / Condominium,Flat,3,2,1,700,Freehold,230000
4159,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,720,Leasehold,238000
4160,Bukit Mertajam,House,2-storey Terraced House,3,2,0,1012,Freehold,420000
4161,Batu Maung,House,3-storey Terraced House,6,6,0,3130,Freehold,1180000
4162,Relau,Apartment / Condominium,Condominium,3,2,2,1162,Freehold,620000
4163,Bukit Mertajam,Commercial Property,Shop lot,0,0,0,3460,Freehold,850000
4164,Simpang Ampat,House,Semi-Detached House,4,4,0,2927,Freehold,650000
4165,Batu Kawan,House,2-storey Terraced House,4,4,0,1600,Freehold,568000
4166,Bukit Tengah,House,Semi-Detached House,5,4,0,2750,Freehold,980000
4167,Nibong Tebal,House,Semi-Detached House,3,2,0,2604,Freehold,450000
4168,Gelugor,House,Semi-Detached House,3,2,0,2500,Freehold,1050008
4169,Butterworth,Apartment / Condominium,Condominium,3,2,2,1119,Freehold,455000
4170,Jelutong,House,Semi-Detached House,5,3,0,2300,Freehold,1220000
4171,Simpang Ampat,Apartment / Condominium,Others,4,3,0,1400,Freehold,645000
4172,Tanjong Tokong,Apartment / Condominium,Condominium,2,2,2,800,Freehold,450000
4173,Butterworth,House,2-storey Terraced House,4,3,0,2248,Freehold,618000
4174,Alma,House,Semi-Detached House,4,3,0,3220,Freehold,880000
4175,Bukit Mertajam,House,Semi-Detached House,7,4,0,3600,Freehold,1080000
4176,Batu Kawan,House,2-storey Terraced House,4,4,0,2331,Freehold,849000
4177,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1180,Freehold,540000
4178,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1400,Freehold,600000
4179,Simpang Ampat,House,2-storey Terraced House,4,2,0,1600,Freehold,560000
4180,Kepala Batas,Commercial Property,Shop lot,0,0,0,1200,Freehold,759000
4181,Bukit Jambul,Apartment / Condominium,Condominium,3,2,3,1431,Leasehold,835000
4182,Bertam,House,2-storey Terraced House,4,3,0,1540,Freehold,465000
4183,Bayan Lepas,Apartment / Condominium,Flat,2,1,0,500,Leasehold,180000
4184,Bayan Baru,House,2-storey Terraced House,4,3,0,1800,Freehold,950000
4185,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1200,Leasehold,420000
4186,Sungai Ara,Commercial Property,Shop lot,0,0,0,5220,Freehold,3500000
4187,Bertam,House,2-storey Terraced House,4,3,0,1195,Freehold,485000
4188,Gelugor,Apartment / Condominium,Apartment,3,2,1,680,Freehold,315000
4189,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1000,Freehold,590000
4190,Sungai Dua,House,Semi-Detached House,4,5,0,2400,Freehold,799000
4191,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,0,1000,Freehold,550000
4192,Tanjong Tokong,Apartment / Condominium,Condominium,4,3,3,1750,Freehold,800000
4193,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1100,Freehold,560000
4194,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,0,830,Freehold,388000
4195,Simpang Ampat,House,Semi-Detached House,5,5,0,3197,Freehold,825000
4196,Bayan Lepas,Apartment / Condominium,Flat,2,1,0,500,Leasehold,180000
4197,Bertam,House,2-storey Terraced House,4,3,0,1639,Freehold,410000
4198,Bayan Lepas,Apartment / Condominium,Apartment,2,1,0,500,Leasehold,160000
4199,Juru,Apartment / Condominium,Apartment,3,2,1,784,Freehold,265000
4200,Tanjong Tokong,House,Townhouse,4,3,0,4270,Freehold,1050000
4201,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,872,Freehold,648000
4202,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1230,Freehold,528000
4203,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1172,Freehold,750000
4204,Butterworth,Apartment / Condominium,Apartment,3,2,1,883,Freehold,285000
4205,Bukit Mertajam,House,Semi-Detached House,6,4,0,3860,Freehold,890000
4206,Butterworth,Apartment / Condominium,Condominium,4,2,0,1166,Freehold,430000
4207,Relau,Apartment / Condominium,Condominium,3,2,2,1200,Freehold,538000
4208,Tanjung Bungah,House,Bungalow House,3,2,0,6482,Freehold,3880000
4209,Gelugor,Apartment / Condominium,Service Residence,3,2,2,1314,Freehold,680000
4210,Gelugor,Apartment / Condominium,Condominium,3,2,1,700,Freehold,358000
4211,Tanjung Bungah,House,Bungalow House,6,5,0,4940,Freehold,3500000
4212,Perai,Apartment / Condominium,Condominium,3,2,0,1097,Freehold,370000
4213,Bayan Baru,Apartment / Condominium,Condominium,4,2,2,1250,Freehold,630000
4214,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,862,Freehold,525000
4215,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1200,Freehold,628000
4216,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1000,Freehold,495000
4217,Bayan Baru,Apartment / Condominium,Condominium,4,2,2,1250,Freehold,630000
4218,Teluk Kumbar,Apartment / Condominium,Condominium,3,2,2,1230,Freehold,558000
4219,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1258,Freehold,578000
4220,Perai,Apartment / Condominium,Apartment,3,2,1,865,Freehold,265000
4221,Tanjung Bungah,House,Bungalow House,2,2,0,6285,Freehold,3000000
4222,Bayan Baru,House,2-storey Terraced House,4,3,0,1800,Freehold,950000
4223,Bayan Lepas,House,2-storey Terraced House,4,3,0,2900,Freehold,1100000
4224,Sungai Ara,House,3-storey Terraced House,5,4,0,2700,Freehold,1220000
4225,Batu Maung,House,3-storey Terraced House,5,5,0,3648,Freehold,1380000
4226,Sungai Ara,House,Semi-Detached House,5,5,0,4004,Freehold,1807000
4227,Sungai Ara,House,Semi-Detached House,5,5,0,5660,Freehold,2550000
4228,Sungai Ara,House,3-storey Terraced House,5,4,0,3140,Freehold,1480000
4229,Jelutong,House,3-storey Terraced House,5,5,0,3200,Freehold,1650000
4230,Tanjung Bungah,House,Bungalow House,6,5,0,13679,Freehold,4000000
4231,Sungai Ara,House,3-storey Terraced House,5,4,0,2500,Freehold,1020000
4232,Sungai Bakap,Commercial Property,Shop lot,0,0,0,782,Freehold,144000
4233,Seberang Perai,Commercial Property,Shop lot,0,0,0,4477,Freehold,2500000
4234,Tanjung Bungah,House,3-storey Terraced House,4,4,0,2800,Freehold,2000000
4235,Tanjung Bungah,House,3-storey Terraced House,4,4,0,2800,Freehold,2000000
4236,Batu Maung,House,3-storey Terraced House,6,6,0,3700,Freehold,2000000
4237,Perai,Apartment / Condominium,Apartment,3,2,1,646,Freehold,140000
4238,Batu Maung,House,3-storey Terraced House,6,6,0,3130,Freehold,1180000
4239,Sungai Ara,House,2-storey Terraced House,5,3,0,1400,Freehold,800000
4240,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1595,Freehold,688000
4241,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1258,Freehold,499000
4242,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1315,Freehold,580000
4243,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1200,Freehold,638000
4244,Perai,Commercial Property,Shop lot,0,0,0,1302,Freehold,650000
4245,Tanjung Bungah,Apartment / Condominium,Condominium,3,2,2,1635,Freehold,1280000
4246,Sungai Ara,Apartment / Condominium,Condominium,3,3,2,1990,Freehold,600000
4247,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1512,Freehold,715000
4248,Sungai Ara,Apartment / Condominium,Condominium,3,3,2,1598,Freehold,780000
4249,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1260,Freehold,618000
4250,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1080,Freehold,538000
4251,Georgetown,Apartment / Condominium,Apartment,3,2,1,700,Freehold,375000
4252,Georgetown,Apartment / Condominium,Apartment,3,2,1,700,Freehold,375000
4253,Simpang Ampat,House,Semi-Detached House,5,3,0,4607,Freehold,888000
4254,Georgetown,Apartment / Condominium,Apartment,3,2,1,850,Freehold,480000
4255,Bayan Lepas,Apartment / Condominium,Condominium,4,3,2,1600,Freehold,585000
4256,Bayan Lepas,Apartment / Condominium,Condominium,4,3,2,2110,Freehold,838000
4257,Bayan Lepas,Apartment / Condominium,Condominium,4,2,2,1380,Freehold,520000
4258,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1161,Freehold,648000
4259,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1161,Freehold,678000
4260,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1000,Freehold,610000
4261,Sungai Ara,Apartment / Condominium,Apartment,3,2,1,750,Freehold,370000
4262,Bayan Lepas,House,Semi-Detached House,7,6,0,5500,Freehold,2280000
4263,Georgetown,Apartment / Condominium,Apartment,2,1,1,600,Freehold,265000
4264,Sungai Ara,House,3-storey Terraced House,5,6,0,3558,Freehold,1390000
4265,Sungai Ara,Apartment / Condominium,Apartment,3,2,1,650,Leasehold,190000
4266,Sungai Ara,Apartment / Condominium,Apartment,3,2,1,750,Freehold,330000
4267,Sungai Ara,Apartment / Condominium,Apartment,3,2,1,700,Freehold,320000
4268,Bukit Jambul,Apartment / Condominium,Condominium,3,2,1,840,Freehold,310000
4269,Bukit Jambul,Apartment / Condominium,Condominium,3,2,1,840,Freehold,310000
4270,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,800,Freehold,338000
4271,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1200,Leasehold,420000
4272,Bukit Jambul,Apartment / Condominium,Condominium,3,2,2,968,Leasehold,460000
4273,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1160,Leasehold,490000
4274,Gelugor,Apartment / Condominium,Condominium,3,2,2,1000,Freehold,550000
4275,Batu Maung,House,3-storey Terraced House,6,6,0,3130,Freehold,1300000
4276,Georgetown,Commercial Property,Office space,0,0,0,5242,Freehold,5000000
4277,Batu Maung,House,3-storey Terraced House,6,6,0,3130,Freehold,1330000
4278,Bukit Mertajam,House,Semi-Detached House,3,2,0,3400,Freehold,480000
4279,Bayan Lepas,House,1-storey Terraced House,3,2,0,1400,Freehold,800000
4280,Bayan Lepas,House,1-storey Terraced House,3,2,0,1399,Freehold,392000
4281,Tanjung Bungah,House,3-storey Terraced House,5,5,0,3400,Freehold,1650000
4282,Alma,House,Bungalow House,5,4,0,3200,Freehold,1200000
4283,Bukit Mertajam,Apartment / Condominium,Apartment,3,2,1,1300,Freehold,280000
4284,Juru,House,2-storey Terraced House,4,3,0,1600,Freehold,570000
4285,Alma,House,Bungalow House,7,8,0,16100,Freehold,4200000
4286,Bukit Mertajam,House,Bungalow House,7,8,0,5700,Freehold,2380000
4287,Gelugor,House,2-storey Terraced House,4,2,0,1800,Freehold,1250000
4288,Alma,House,Semi-Detached House,6,5,0,2900,Freehold,888000
4289,Teluk Kumbar,Apartment / Condominium,Condominium,3,2,2,1230,Freehold,550000
4290,Tanjung Bungah,House,3-storey Terraced House,5,5,0,3400,Freehold,1500000
4291,Relau,Apartment / Condominium,Condominium,3,2,2,1162,Freehold,620000
4292,Tanjung Bungah,House,3.5-storey Terraced House,6,5,0,3400,Freehold,1690000
4293,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1165,Leasehold,590000
4294,Greenlane,House,2-storey Terraced House,3,2,0,1800,Freehold,1350000
4295,Batu Ferringhi,House,Semi-Detached House,4,3,0,2400,Freehold,990000
4296,Jelutong,Apartment / Condominium,Condominium,3,2,2,851,Leasehold,678000
4297,Prai,Apartment / Condominium,Service Residence,3,2,2,979,Freehold,415000
4298,Georgetown,Apartment / Condominium,Apartment,3,2,1,650,Leasehold,278000
4299,Georgetown,Apartment / Condominium,Apartment,3,2,1,650,Leasehold,270000
4300,Paya Terubong,Apartment / Condominium,Condominium,3,2,2,1095,Freehold,600000
4301,Bukit Dumbar,House,Townhouse,4,3,0,1916,Freehold,850000
4302,Bukit Dumbar,House,Townhouse,5,5,0,2314,Freehold,920000
4303,Georgetown,Apartment / Condominium,Apartment,3,2,1,650,Leasehold,220000
4304,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1200,Freehold,655000
4305,Georgetown,Apartment / Condominium,Apartment,4,2,1,650,Leasehold,260000
4306,Gelugor,Apartment / Condominium,Condominium,3,2,1,1000,Freehold,420000
4307,Bukit Dumbar,House,Townhouse,4,3,0,2323,Freehold,1100000
4308,Sungai Ara,Commercial Property,Shop lot,0,0,0,2029,Freehold,2690000
4309,Jelutong,Apartment / Condominium,Condominium,4,5,3,1968,Freehold,1080000
4310,Seberang Jaya,House,1-storey Terraced House,3,2,0,1357,Leasehold,300000
4311,Seberang Jaya,House,1-storey Terraced House,3,2,0,1357,Leasehold,300000
4312,Tanjong Tokong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,360000
4313,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1115,Freehold,600000
4314,Georgetown,Apartment / Condominium,Condominium,4,3,0,1524,Freehold,1100000
4315,Tanjong Tokong,Apartment / Condominium,Apartment,3,1,1,650,Freehold,230000
4316,Jelutong,Apartment / Condominium,Condominium,3,2,2,1036,Freehold,750000
4317,Jelutong,Apartment / Condominium,Condominium,3,2,2,1036,Freehold,750000
4318,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1300,Freehold,550000
4319,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1047,Freehold,880000
4320,Sungai Ara,House,2-storey Terraced House,4,3,0,2100,Freehold,850000
4321,Bertam,House,Semi-Detached House,4,3,0,3552,Freehold,558000
4322,Bertam,House,Terraced House,3,2,0,1500,Freehold,350000
4323,Ayer Itam,Apartment / Condominium,Flat,3,2,0,700,Freehold,230000
4324,Batu Uban,Apartment / Condominium,Condominium,3,3,0,1419,Freehold,980000
4325,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,1,1000,Freehold,600000
4326,Permatang Pauh,Apartment / Condominium,Flat,3,2,0,602,Leasehold,170000
4327,Greenlane,Apartment / Condominium,Condominium,3,2,2,850,Freehold,428000
4328,Bertam,House,2-storey Terraced House,4,3,0,2756,Freehold,600000
4329,Bayan Lepas,Apartment / Condominium,Apartment,3,2,2,926,Leasehold,270000
4330,Batu Uban,Apartment / Condominium,Condominium,3,2,0,1219,Freehold,860000
4331,Butterworth,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,580000
4332,Bukit Mertajam,House,Semi-Detached House,4,3,0,2594,Freehold,880000
4333,Bukit Mertajam,House,Semi-Detached House,5,5,0,2080,Freehold,1250000
4334,Jelutong,Apartment / Condominium,Condominium,3,2,1,900,Freehold,420000
4335,Batu Uban,Apartment / Condominium,Condominium,3,2,0,1219,Freehold,850000
4336,Relau,Apartment / Condominium,Condominium,3,2,1,700,Freehold,280000
4337,Jelutong,Apartment / Condominium,Condominium,3,2,2,925,Leasehold,590000
4338,Butterworth,Apartment / Condominium,Apartment,3,2,0,780,Freehold,235000
4339,Bayan Baru,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,490000
4340,Perai,House,2.5-storey Terraced House,5,4,0,1560,Freehold,660000000
4341,Batu Uban,Apartment / Condominium,Condominium,3,2,0,1219,Freehold,830000
4342,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1195,Freehold,420000
4343,Bayan Baru,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,490000
4344,Relau,Apartment / Condominium,Apartment,3,2,0,690,Freehold,230000
